Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)	name
ENSG00000111671	12	6870935	6889358	GO:0005829	cytosol	cellular_component	-14	SPSB2
ENSG00000111671	12	6870935	6889358	GO:0030163	protein catabolic process	biological_process	-14	SPSB2
ENSG00000111671	12	6870935	6889358	GO:0060090	molecular adaptor activity	molecular_function	-14	SPSB2
ENSG00000255837	12	10995961	10998304	GO:0023052	signaling	biological_process	-14	TAS2R20
ENSG00000255837	12	10995961	10998304	GO:0060089	molecular transducer activity	molecular_function	-14	TAS2R20
ENSG00000255837	12	10995961	10998304	GO:0050877	nervous system process	biological_process	-14	TAS2R20
ENSG00000255837	12	10995961	10998304	GO:0005886	plasma membrane	cellular_component	-14	TAS2R20
ENSG00000160813	7	100435282	100436497	GO:0048856	anatomical structure development	biological_process	-14	PPP1R35
ENSG00000160813	7	100435282	100436497	GO:0007010	cytoskeleton organization	biological_process	-14	PPP1R35
ENSG00000160813	7	100435282	100436497	GO:0044782	cilium organization	biological_process	-14	PPP1R35
ENSG00000160813	7	100435282	100436497	GO:0098772	molecular function regulator activity	molecular_function	-14	PPP1R35
ENSG00000160813	7	100435282	100436497	GO:0005815	microtubule organizing center	cellular_component	-14	PPP1R35
ENSG00000161653	17	44004622	44009068	GO:0005739	mitochondrion	cellular_component	-14	NAGS
ENSG00000129173	11	19224063	19241620	GO:0140110	transcription regulator activity	molecular_function	-14	E2F8
ENSG00000100281	22	35257452	35295807	GO:0043226	organelle	cellular_component	-14	HMGXB4
ENSG00000101463	20	24469629	24666616	GO:0006886	intracellular protein transport	biological_process	-14	SYNDIG1
ENSG00000184675	X	64185117	64205708	GO:0043226	organelle	cellular_component	-14	AMER1
ENSG00000101255	20	362835	397559	GO:0005654	nucleoplasm	cellular_component	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0005634	nucleus	cellular_component	-14	TRIB3
ENSG00000100281	22	35257452	35295807	GO:0005694	chromosome	cellular_component	-14	HMGXB4
ENSG00000100105	22	31325804	31346346	GO:0005654	nucleoplasm	cellular_component	-14	PATZ1
ENSG00000175087	1	26111165	26125555	GO:0043226	organelle	cellular_component	-14	PDIK1L
ENSG00000175087	1	26111165	26125555	GO:0005634	nucleus	cellular_component	-14	PDIK1L
ENSG00000175087	1	26111165	26125555	GO:0005654	nucleoplasm	cellular_component	-14	PDIK1L
ENSG00000101255	20	362835	397559	GO:0043226	organelle	cellular_component	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0140096	catalytic activity, acting on a protein	molecular_function	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0016740	transferase activity	molecular_function	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0003824	catalytic activity	molecular_function	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0036211	protein modification process	biological_process	-14	TRIB3
ENSG00000101463	20	24469629	24666616	GO:0043226	organelle	cellular_component	-14	SYNDIG1
ENSG00000100281	22	35257452	35295807	GO:0016192	vesicle-mediated transport	biological_process	-14	HMGXB4
ENSG00000101463	20	24469629	24666616	GO:0005886	plasma membrane	cellular_component	-14	SYNDIG1
ENSG00000101463	20	24469629	24666616	GO:0031410	cytoplasmic vesicle	cellular_component	-14	SYNDIG1
ENSG00000101463	20	24469629	24666616	GO:0005768	endosome	cellular_component	-14	SYNDIG1
ENSG00000101463	20	24469629	24666616	GO:0048856	anatomical structure development	biological_process	-14	SYNDIG1
ENSG00000101463	20	24469629	24666616	GO:0034330	cell junction organization	biological_process	-14	SYNDIG1
ENSG00000101463	20	24469629	24666616	GO:0016192	vesicle-mediated transport	biological_process	-14	SYNDIG1
ENSG00000184675	X	64185117	64205708	GO:0030154	cell differentiation	biological_process	-14	AMER1
ENSG00000132773	1	45340052	45343973	GO:0043226	organelle	cellular_component	-14	TOE1
ENSG00000132773	1	45340052	45343973	GO:0005654	nucleoplasm	cellular_component	-14	TOE1
ENSG00000132773	1	45340052	45343973	GO:0005730	nucleolus	cellular_component	-14	TOE1
ENSG00000184675	X	64185117	64205708	GO:0036211	protein modification process	biological_process	-14	AMER1
ENSG00000184675	X	64185117	64205708	GO:0048856	anatomical structure development	biological_process	-14	AMER1
ENSG00000175087	1	26111165	26125555	GO:0016740	transferase activity	molecular_function	-14	PDIK1L
ENSG00000184675	X	64185117	64205708	GO:0005634	nucleus	cellular_component	-14	AMER1
ENSG00000175087	1	26111165	26125555	GO:0006914	autophagy	biological_process	-14	PDIK1L
ENSG00000175087	1	26111165	26125555	GO:0036211	protein modification process	biological_process	-14	PDIK1L
ENSG00000100281	22	35257452	35295807	GO:0005634	nucleus	cellular_component	-14	HMGXB4
ENSG00000101255	20	362835	397559	GO:0055085	transmembrane transport	biological_process	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0006629	lipid metabolic process	biological_process	-14	TRIB3
ENSG00000100105	22	31325804	31346346	GO:0048870	cell motility	biological_process	-14	PATZ1
ENSG00000100105	22	31325804	31346346	GO:0002376	immune system process	biological_process	-14	PATZ1
ENSG00000100105	22	31325804	31346346	GO:0030154	cell differentiation	biological_process	-14	PATZ1
ENSG00000101255	20	362835	397559	GO:0030163	protein catabolic process	biological_process	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0140110	transcription regulator activity	molecular_function	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0030154	cell differentiation	biological_process	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0006355	regulation of DNA-templated transcription	biological_process	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0006351	DNA-templated transcription	biological_process	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0006914	autophagy	biological_process	-14	TRIB3
ENSG00000100105	22	31325804	31346346	GO:0048856	anatomical structure development	biological_process	-14	PATZ1
ENSG00000184675	X	64185117	64205708	GO:0005886	plasma membrane	cellular_component	-14	AMER1
ENSG00000100281	22	35257452	35295807	GO:0003677	DNA binding	molecular_function	-14	HMGXB4
ENSG00000175087	1	26111165	26125555	GO:0140096	catalytic activity, acting on a protein	molecular_function	-14	PDIK1L
ENSG00000100281	22	35257452	35295807	GO:0023052	signaling	biological_process	-14	HMGXB4
ENSG00000101255	20	362835	397559	GO:0023052	signaling	biological_process	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0005829	cytosol	cellular_component	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0005886	plasma membrane	cellular_component	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0098772	molecular function regulator activity	molecular_function	-14	TRIB3
ENSG00000101255	20	362835	397559	GO:0012501	programmed cell death	biological_process	-14	TRIB3
ENSG00000184675	X	64185117	64205708	GO:0005654	nucleoplasm	cellular_component	-14	AMER1
ENSG00000184675	X	64185117	64205708	GO:0023052	signaling	biological_process	-14	AMER1
ENSG00000184675	X	64185117	64205708	GO:0008289	lipid binding	molecular_function	-14	AMER1
ENSG00000184675	X	64185117	64205708	GO:0005829	cytosol	cellular_component	-14	AMER1
ENSG00000184675	X	64185117	64205708	GO:0030163	protein catabolic process	biological_process	-14	AMER1
ENSG00000100105	22	31325804	31346346	GO:0022414	reproductive process	biological_process	-14	PATZ1
ENSG00000100105	22	31325804	31346346	GO:0003677	DNA binding	molecular_function	-14	PATZ1
ENSG00000175087	1	26111165	26125555	GO:0003824	catalytic activity	molecular_function	-14	PDIK1L
ENSG00000132773	1	45340052	45343973	GO:0005634	nucleus	cellular_component	-14	TOE1
ENSG00000132773	1	45340052	45343973	GO:0003723	RNA binding	molecular_function	-14	TOE1
ENSG00000126264	19	35902529	35904377	GO:0005886	plasma membrane	cellular_component	-14	HCST
ENSG00000100105	22	31325804	31346346	GO:0006351	DNA-templated transcription	biological_process	-14	PATZ1
ENSG00000132773	1	45340052	45343973	GO:0016073	snRNA metabolic process	biological_process	-14	TOE1
ENSG00000132773	1	45340052	45343973	GO:0140098	catalytic activity, acting on RNA	molecular_function	-14	TOE1
ENSG00000132773	1	45340052	45343973	GO:0016787	hydrolase activity	molecular_function	-14	TOE1
ENSG00000132773	1	45340052	45343973	GO:0003824	catalytic activity	molecular_function	-14	TOE1
ENSG00000204479	1	13389632	13392629	GO:0030154	cell differentiation	biological_process	-14	PRAMEF17
ENSG00000204479	1	13389632	13392629	GO:0006355	regulation of DNA-templated transcription	biological_process	-14	PRAMEF17
ENSG00000126264	19	35902529	35904377	GO:0002376	immune system process	biological_process	-14	HCST
ENSG00000126264	19	35902529	35904377	GO:0023052	signaling	biological_process	-14	HCST
ENSG00000126264	19	35902529	35904377	GO:0036211	protein modification process	biological_process	-14	HCST
ENSG00000100105	22	31325804	31346346	GO:0006355	regulation of DNA-templated transcription	biological_process	-14	PATZ1
ENSG00000100105	22	31325804	31346346	GO:0043226	organelle	cellular_component	-14	PATZ1
ENSG00000100105	22	31325804	31346346	GO:0005634	nucleus	cellular_component	-14	PATZ1
ENSG00000129071	3	129430947	129440179	GO:0043226	organelle	cellular_component	-15	MBD4
ENSG00000145241	4	67468762	67545503	GO:0043226	organelle	cellular_component	-15	CENPC
ENSG00000129071	3	129430947	129440179	GO:0005634	nucleus	cellular_component	-15	MBD4
ENSG00000129071	3	129430947	129440179	GO:0005654	nucleoplasm	cellular_component	-15	MBD4
ENSG00000127084	9	92947523	93036236	GO:0098772	molecular function regulator activity	molecular_function	-15	FGD3
ENSG00000107201	9	32455302	32526208	GO:0003677	DNA binding	molecular_function	-15	RIGI
ENSG00000129071	3	129430947	129440179	GO:0140097	catalytic activity, acting on DNA	molecular_function	-15	MBD4
ENSG00000129071	3	129430947	129440179	GO:1901135	carbohydrate derivative metabolic process	biological_process	-15	MBD4
ENSG00000129071	3	129430947	129440179	GO:0016787	hydrolase activity	molecular_function	-15	MBD4
ENSG00000129071	3	129430947	129440179	GO:0006281	DNA repair	biological_process	-15	MBD4
ENSG00000129071	3	129430947	129440179	GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	-15	MBD4
ENSG00000153292	6	46997708	47042350	GO:0006629	lipid metabolic process	biological_process	-15	ADGRF1
ENSG00000145241	4	67468762	67545503	GO:0005694	chromosome	cellular_component	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0140014	mitotic nuclear division	biological_process	-15	CENPC
ENSG00000145365	4	112272968	112285955	GO:0098542	defense response to other organism	biological_process	-15	TIFA
ENSG00000127084	9	92947523	93036236	GO:0005794	Golgi apparatus	cellular_component	-15	FGD3
ENSG00000145365	4	112272968	112285955	GO:0023052	signaling	biological_process	-15	TIFA
ENSG00000145241	4	67468762	67545503	GO:0022414	reproductive process	biological_process	-15	CENPC
ENSG00000127084	9	92947523	93036236	GO:0043226	organelle	cellular_component	-15	FGD3
ENSG00000145241	4	67468762	67545503	GO:0140013	meiotic nuclear division	biological_process	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0000278	mitotic cell cycle	biological_process	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0065003	protein-containing complex assembly	biological_process	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0005829	cytosol	cellular_component	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0007059	chromosome segregation	biological_process	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0005654	nucleoplasm	cellular_component	-15	CENPC
ENSG00000145241	4	67468762	67545503	GO:0005634	nucleus	cellular_component	-15	CENPC
ENSG00000107201	9	32455302	32526208	GO:0060089	molecular transducer activity	molecular_function	-15	RIGI
ENSG00000145241	4	67468762	67545503	GO:0003677	DNA binding	molecular_function	-15	CENPC
ENSG00000107201	9	32455302	32526208	GO:0098772	molecular function regulator activity	molecular_function	-15	RIGI
