Gene stable ID	Chromosome/scaffold name	Gene start(bp)	Gene end(bp)	GOSlim GOA Accession(s)	GOSlim GOA Description	GOSlim_domain	HN-score(HN5)	name
ENSG00000204388	6	31827738	31830254	GO:0005654	nucleoplasm	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0012501	programmed cell death	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005783	endoplasmic reticulum	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005856	cytoskeleton	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005815	microtubule organizing center	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005739	mitochondrion	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005829	cytosol	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0007010	cytoskeleton organization	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0000278	mitotic cell cycle	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0140014	mitotic nuclear division	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0006457	protein folding	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005576	extracellular region	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0036211	protein modification process	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0140657	ATP-dependent activity	molecular_function	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0055086	nucleobase-containing small molecule metabolic process	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:1901135	carbohydrate derivative metabolic process	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0030154	cell differentiation	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0048856	anatomical structure development	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0002376	immune system process	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0030163	protein catabolic process	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0001618	virus receptor activity	molecular_function	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0031410	cytoplasmic vesicle	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0006355	regulation of DNA-templated transcription	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0006351	DNA-templated transcription	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0016787	hydrolase activity	molecular_function	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0003824	catalytic activity	molecular_function	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0005615	extracellular space	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0016071	mRNA metabolic process	biological_process	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0043226	organelle	cellular_component	231	HSPA1B
ENSG00000204388	6	31827738	31830254	GO:0044183	protein folding chaperone	molecular_function	231	HSPA1B
ENSG00000132002	19	14514769	14560391	GO:0005829	cytosol	cellular_component	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0098772	molecular function regulator activity	molecular_function	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0048856	anatomical structure development	biological_process	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0006457	protein folding	biological_process	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0043226	organelle	cellular_component	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0005634	nucleus	cellular_component	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0005654	nucleoplasm	cellular_component	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0006351	DNA-templated transcription	biological_process	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0006355	regulation of DNA-templated transcription	biological_process	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0044183	protein folding chaperone	molecular_function	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0005730	nucleolus	cellular_component	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0140110	transcription regulator activity	molecular_function	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0005576	extracellular region	cellular_component	210	DNAJB1
ENSG00000132002	19	14514769	14560391	GO:0005615	extracellular space	cellular_component	210	DNAJB1
ENSG00000151929	10	119651380	119677819	GO:0006351	DNA-templated transcription	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0030163	protein catabolic process	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0006355	regulation of DNA-templated transcription	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0005856	cytoskeleton	cellular_component	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0007005	mitochondrion organization	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0048856	anatomical structure development	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0006886	intracellular protein transport	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0140104	molecular carrier activity	molecular_function	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0023052	signaling	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0007018	microtubule-based movement	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0043226	organelle	cellular_component	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0005634	nucleus	cellular_component	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0012501	programmed cell death	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0005654	nucleoplasm	cellular_component	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0098772	molecular function regulator activity	molecular_function	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0005829	cytosol	cellular_component	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0006914	autophagy	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0006457	protein folding	biological_process	181	BAG3
ENSG00000151929	10	119651380	119677819	GO:0006913	nucleocytoplasmic transport	biological_process	181	BAG3
ENSG00000146453	6	159800249	159820704	GO:0016787	hydrolase activity	molecular_function	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0003824	catalytic activity	molecular_function	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0003723	RNA binding	molecular_function	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0043226	organelle	cellular_component	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0005783	endoplasmic reticulum	cellular_component	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0048856	anatomical structure development	biological_process	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0140098	catalytic activity, acting on RNA	molecular_function	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0022414	reproductive process	biological_process	175	PNLDC1
ENSG00000146453	6	159800249	159820704	GO:0016071	mRNA metabolic process	biological_process	175	PNLDC1
ENSG00000109846	11	111908564	111923722	GO:0005856	cytoskeleton	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005615	extracellular space	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005764	lysosome	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005576	extracellular region	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005654	nucleoplasm	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0006351	DNA-templated transcription	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0006355	regulation of DNA-templated transcription	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0003012	muscle system process	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0006457	protein folding	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0012501	programmed cell death	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0008092	cytoskeletal protein binding	molecular_function	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0065003	protein-containing complex assembly	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0007010	cytoskeleton organization	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0023052	signaling	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005739	mitochondrion	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0048856	anatomical structure development	biological_process	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005829	cytosol	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005886	plasma membrane	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005773	vacuole	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005634	nucleus	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0043226	organelle	cellular_component	173	CRYAB
ENSG00000109846	11	111908564	111923722	GO:0005198	structural molecule activity	molecular_function	173	CRYAB
ENSG00000120694	13	31134973	31162388	GO:0043226	organelle	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0008092	cytoskeletal protein binding	molecular_function	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0005829	cytosol	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0005654	nucleoplasm	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0005634	nucleus	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0005576	extracellular region	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0044183	protein folding chaperone	molecular_function	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0140657	ATP-dependent activity	molecular_function	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0005615	extracellular space	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0098772	molecular function regulator activity	molecular_function	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0002376	immune system process	biological_process	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0031410	cytoplasmic vesicle	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0005856	cytoskeleton	cellular_component	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0007155	cell adhesion	biological_process	167	HSPH1
ENSG00000120694	13	31134973	31162388	GO:0006457	protein folding	biological_process	167	HSPH1
ENSG00000178381	7	1152071	1160759	GO:0030163	protein catabolic process	biological_process	165	ZFAND2A
ENSG00000178381	7	1152071	1160759	GO:0005634	nucleus	cellular_component	165	ZFAND2A
ENSG00000178381	7	1152071	1160759	GO:0043226	organelle	cellular_component	165	ZFAND2A
ENSG00000170345	14	75278826	75282230	GO:0030154	cell differentiation	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0002376	immune system process	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0005783	endoplasmic reticulum	cellular_component	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0005694	chromosome	cellular_component	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0005829	cytosol	cellular_component	165	FOS
ENSG00000178381	7	1152071	1160759	GO:0005783	endoplasmic reticulum	cellular_component	165	ZFAND2A
ENSG00000178381	7	1152071	1160759	GO:0006886	intracellular protein transport	biological_process	165	ZFAND2A
ENSG00000170345	14	75278826	75282230	GO:0050877	nervous system process	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0023052	signaling	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0003677	DNA binding	molecular_function	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0006351	DNA-templated transcription	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0022414	reproductive process	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0006355	regulation of DNA-templated transcription	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0140110	transcription regulator activity	molecular_function	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0006954	inflammatory response	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0005654	nucleoplasm	cellular_component	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0048856	anatomical structure development	biological_process	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0005634	nucleus	cellular_component	165	FOS
ENSG00000170345	14	75278826	75282230	GO:0043226	organelle	cellular_component	165	FOS
ENSG00000166592	16	66921685	66925535	GO:0098772	molecular function regulator activity	molecular_function	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0055085	transmembrane transport	biological_process	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0003924	GTPase activity	molecular_function	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0016787	hydrolase activity	molecular_function	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0005829	cytosol	cellular_component	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0023052	signaling	biological_process	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0005886	plasma membrane	cellular_component	155	RRAD
ENSG00000166592	16	66921685	66925535	GO:0003824	catalytic activity	molecular_function	155	RRAD
ENSG00000226979	6	31572054	31574324	GO:0012501	programmed cell death	biological_process	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0098542	defense response to other organism	biological_process	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0023052	signaling	biological_process	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0002376	immune system process	biological_process	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0005576	extracellular region	cellular_component	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0005615	extracellular space	cellular_component	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0098772	molecular function regulator activity	molecular_function	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0048018	receptor ligand activity	molecular_function	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0005886	plasma membrane	cellular_component	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0006954	inflammatory response	biological_process	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0048856	anatomical structure development	biological_process	154	LTA
ENSG00000226979	6	31572054	31574324	GO:0030154	cell differentiation	biological_process	154	LTA
ENSG00000204390	6	31809619	31815283	GO:0140657	ATP-dependent activity	molecular_function	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0022414	reproductive process	biological_process	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0005576	extracellular region	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0007005	mitochondrion organization	biological_process	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0006886	intracellular protein transport	biological_process	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0005615	extracellular space	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0003824	catalytic activity	molecular_function	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0016787	hydrolase activity	molecular_function	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0005739	mitochondrion	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0006457	protein folding	biological_process	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0005634	nucleus	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0005654	nucleoplasm	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0043226	organelle	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0005829	cytosol	cellular_component	150	HSPA1L
ENSG00000204390	6	31809619	31815283	GO:0044183	protein folding chaperone	molecular_function	150	HSPA1L
ENSG00000162616	1	77979175	78017964	GO:0005634	nucleus	cellular_component	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0043226	organelle	cellular_component	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0005829	cytosol	cellular_component	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0005886	plasma membrane	cellular_component	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0006457	protein folding	biological_process	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0006351	DNA-templated transcription	biological_process	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0006355	regulation of DNA-templated transcription	biological_process	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0005654	nucleoplasm	cellular_component	149	DNAJB4
ENSG00000162616	1	77979175	78017964	GO:0098772	molecular function regulator activity	molecular_function	149	DNAJB4
ENSG00000160570	19	42198598	42220140	GO:0012501	programmed cell death	biological_process	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0006355	regulation of DNA-templated transcription	biological_process	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0003677	DNA binding	molecular_function	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0005654	nucleoplasm	cellular_component	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0005634	nucleus	cellular_component	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0043226	organelle	cellular_component	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0060090	molecular adaptor activity	molecular_function	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0005730	nucleolus	cellular_component	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0023052	signaling	biological_process	143	DEDD2
ENSG00000160570	19	42198598	42220140	GO:0006351	DNA-templated transcription	biological_process	143	DEDD2
ENSG00000119630	14	74941834	74955626	GO:0005615	extracellular space	cellular_component	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0048856	anatomical structure development	biological_process	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0098772	molecular function regulator activity	molecular_function	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0002376	immune system process	biological_process	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0048018	receptor ligand activity	molecular_function	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0023052	signaling	biological_process	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0030154	cell differentiation	biological_process	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0036211	protein modification process	biological_process	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0048870	cell motility	biological_process	141	PGF
ENSG00000119630	14	74941834	74955626	GO:0005576	extracellular region	cellular_component	141	PGF
ENSG00000162783	1	181088700	181092900	GO:0005730	nucleolus	cellular_component	140	IER5
ENSG00000162783	1	181088700	181092900	GO:0043226	organelle	cellular_component	140	IER5
ENSG00000162783	1	181088700	181092900	GO:0006355	regulation of DNA-templated transcription	biological_process	140	IER5
ENSG00000162783	1	181088700	181092900	GO:0006351	DNA-templated transcription	biological_process	140	IER5
ENSG00000162783	1	181088700	181092900	GO:0005634	nucleus	cellular_component	140	IER5
ENSG00000162783	1	181088700	181092900	GO:0005654	nucleoplasm	cellular_component	140	IER5
ENSG00000188536	16	172876	173710	GO:0140104	molecular carrier activity	molecular_function	139	HBA2
ENSG00000188536	16	172876	173710	GO:0003824	catalytic activity	molecular_function	139	HBA2
ENSG00000188536	16	172876	173710	GO:0043226	organelle	cellular_component	139	HBA2
ENSG00000188536	16	172876	173710	GO:0031410	cytoplasmic vesicle	cellular_component	139	HBA2
ENSG00000188536	16	172876	173710	GO:0016209	antioxidant activity	molecular_function	139	HBA2
ENSG00000188536	16	172876	173710	GO:0098754	detoxification	biological_process	139	HBA2
ENSG00000188536	16	172876	173710	GO:0005615	extracellular space	cellular_component	139	HBA2
ENSG00000188536	16	172876	173710	GO:0005576	extracellular region	cellular_component	139	HBA2
ENSG00000188536	16	172876	173710	GO:0005829	cytosol	cellular_component	139	HBA2
ENSG00000188536	16	172876	173710	GO:0016491	oxidoreductase activity	molecular_function	139	HBA2
ENSG00000004478	12	2794970	2805423	GO:0016853	isomerase activity	molecular_function	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0140096	catalytic activity, acting on a protein	molecular_function	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0048856	anatomical structure development	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0030154	cell differentiation	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005654	nucleoplasm	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0060090	molecular adaptor activity	molecular_function	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0008092	cytoskeletal protein binding	molecular_function	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0065003	protein-containing complex assembly	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0022414	reproductive process	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0023052	signaling	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0006457	protein folding	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005615	extracellular space	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005856	cytoskeleton	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005739	mitochondrion	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005829	cytosol	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0003824	catalytic activity	molecular_function	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005576	extracellular region	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0007010	cytoskeleton organization	biological_process	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0003723	RNA binding	molecular_function	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0005634	nucleus	cellular_component	129	FKBP4
ENSG00000004478	12	2794970	2805423	GO:0043226	organelle	cellular_component	129	FKBP4
ENSG00000112773	6	81491439	81752774	GO:0016071	mRNA metabolic process	biological_process	127	TENT5A
ENSG00000261857	19	40771648	40777490	GO:0005615	extracellular space	cellular_component	127	MIA
ENSG00000112773	6	81491439	81752774	GO:0030154	cell differentiation	biological_process	127	TENT5A
ENSG00000112773	6	81491439	81752774	GO:0003723	RNA binding	molecular_function	127	TENT5A
ENSG00000112773	6	81491439	81752774	GO:0016740	transferase activity	molecular_function	127	TENT5A
